WB_id,consensus_module,consensus_strength,chemical,logFC,FDR,is_detected,direction
WBGene00021048,4,1.0,PFEESA,0.84522719074498,8.94760468431895e-06,True,up
WBGene00004008,4,1.0,PFEESA,0.960542746943726,5.85601616485897e-05,True,up
WBGene00017220,4,1.0,PFEESA,0.604379251009616,5.85601616485897e-05,True,up
WBGene00001455,4,0.7666666666666667,PFEESA,0.458505656036329,0.0004198776944681,True,up
WBGene00020891,4,0.5666666666666667,PFEESA,0.477469187143029,0.0005004635788743,True,up
WBGene00008780,4,1.0,PFEESA,0.462598770577108,0.0026786646554367,True,up
WBGene00009049,4,0.9666666666666667,PFEESA,-0.383369331291126,0.0029848945050228,True,down
WBGene00003710,4,1.0,PFEESA,0.40037495361347,0.0036428299094682,True,up
WBGene00011424,4,1.0,PFEESA,0.897979744344119,0.004373201407026,True,up
WBGene00044650,4,1.0,PFEESA,0.320052488655336,0.0051153313091775,True,up
WBGene00001446,4,1.0,PFEESA,0.620093213231788,0.0053639449330398,True,up
WBGene00013672,4,0.9,PFEESA,0.381896933444778,0.006133368831956,True,up
WBGene00016968,4,0.9666666666666667,PFEESA,0.276150109393635,0.0069665868327537,True,up
WBGene00001387,4,0.7333333333333333,PFEESA,1.19385175284178,0.0086305664587937,True,up
WBGene00007957,4,0.9333333333333333,PFEESA,0.859171979517044,0.0095235073040808,True,up
WBGene00012013,4,1.0,PFEESA,0.502317715403844,0.0095487912262033,True,up
WBGene00019593,4,1.0,PFEESA,0.617745707116477,0.0108380171999715,True,up
WBGene00015938,4,0.9,PFEESA,0.2471729856238,0.0130218395579699,True,up
WBGene00003744,4,1.0,PFEESA,0.277596036089326,0.0133928629760286,True,up
WBGene00003725,4,1.0,PFEESA,0.535427006094825,0.0135763209936253,True,up
WBGene00003751,4,1.0,PFEESA,0.33763421934815,0.0157302007814883,True,up
WBGene00022439,4,1.0,PFEESA,2.01643364317781,0.015975190810788,True,up
WBGene00018351,4,1.0,PFEESA,0.66126860837183,0.0160128810084462,True,up
WBGene00000020,4,0.9333333333333333,PFEESA,0.254010757400072,0.0164016486389662,True,up
WBGene00022797,4,1.0,PFEESA,0.49475822738545,0.0167337555426644,True,up
WBGene00022306,4,1.0,PFEESA,0.214647283502919,0.0180281895868494,True,up
WBGene00008830,4,0.9333333333333333,PFEESA,-0.538937469804965,0.0185968303209303,True,down
WBGene00019488,4,1.0,PFEESA,0.342787022725093,0.0186733919026203,True,up
WBGene00011042,4,0.9,PFEESA,0.783750441132306,0.0193007191288304,True,up
WBGene00077764,4,0.9333333333333333,PFEESA,0.728280274389864,0.0195137333495067,True,up
WBGene00000223,4,1.0,PFEESA,0.216619267447483,0.0207862567677045,True,up
WBGene00001456,4,1.0,PFEESA,0.272611423905787,0.021417260919815,True,up
WBGene00008743,4,1.0,PFEESA,0.737193765261727,0.022043035950877,True,up
WBGene00011586,4,1.0,PFEESA,0.438042856806143,0.022544369386876,True,up
WBGene00011561,4,0.6666666666666666,PFEESA,0.438657046519285,0.0228991687972684,True,up
WBGene00015040,4,0.6,PFEESA,1.01579815890305,0.0235585927789671,True,up
WBGene00018294,4,1.0,PFEESA,0.426860130824334,0.024269704658991,True,up
WBGene00020784,4,1.0,PFEESA,0.372336064049092,0.0251504279524333,True,up
WBGene00005657,4,0.9666666666666667,PFEESA,1.08433472503777,0.0254042282002224,True,up
WBGene00008522,4,0.9,PFEESA,0.356302294917671,0.0262330743114218,True,up
WBGene00022540,4,0.9666666666666667,PFEESA,0.953452442039294,0.0263843051289138,True,up
WBGene00020854,4,1.0,PFEESA,0.344393862192858,0.0271288228298893,True,up
WBGene00001452,4,1.0,PFEESA,0.266666477660766,0.0295914193877073,True,up
WBGene00019592,4,1.0,PFEESA,0.537740733855732,0.0316269717917292,True,up
WBGene00019837,4,0.6333333333333333,PFEESA,0.426731198931168,0.031851141329045,True,up
WBGene00017621,4,1.0,PFEESA,0.433159653306054,0.0350490630488526,True,up
WBGene00016894,4,1.0,PFEESA,0.600560020615088,0.035227684815688,True,up
WBGene00007231,4,1.0,PFEESA,0.944873232238875,0.0385322175332858,True,up
WBGene00020317,4,1.0,PFEESA,0.254959719434471,0.0385322175332858,True,up
WBGene00022423,4,1.0,PFEESA,0.400325516869116,0.0386770110122868,True,up
WBGene00010200,4,1.0,PFEESA,0.347742194202668,0.0400565868058126,True,up
WBGene00011018,4,1.0,PFEESA,0.247398412623694,0.0402638664153088,True,up
WBGene00013146,4,1.0,PFEESA,0.96587818443952,0.0416800804008986,True,up
WBGene00003752,4,1.0,PFEESA,0.312747874738763,0.0416800804008986,True,up
WBGene00001441,4,1.0,PFEESA,0.314567261838124,0.0437149102498224,True,up
WBGene00022307,4,0.8,PFEESA,0.383137863111008,0.0444127254644253,True,up
WBGene00014826,4,0.8333333333333334,PFEESA,0.399414059317821,0.0446017013589642,True,up
WBGene00021371,4,1.0,PFEESA,0.52726865991888,0.0446300547803507,True,up
WBGene00219316,4,1.0,PFEESA,-0.605629528483109,0.0482325278801914,True,down
WBGene00019365,4,0.9333333333333333,PFEESA,0.251633808371758,0.0496155900690101,True,up
WBGene00001496,4,1.0,PFEESA,0.376502910208603,0.0515186090230005,False,up
WBGene00020446,4,0.5666666666666667,PFEESA,-0.258886872711488,0.0533675854773588,False,down
